ÉäÉìÉNID,ãNì_ÉmÅ[ÉhID,èIì_ÉmÅ[ÉhID,åoòHÇÃéÌóﬁ,ãüópäJénéûä‘,ãüópèIóπéûä‘,ãüópäJénì˙,ãüópèIóπì˙,ãüópêßå¿ójì˙,ï˚å¸ê´,í çsêßå¿,óLå¯ïùàı,óLå¯ïùàıà‹ìx,óLå¯ïùàıåoìx,ècífå˘îz1,ècífå˘îz1à‹ìx,ècífå˘îz1åoìx,ècífå˘îz2,â°ífå˘îz,â°ífå˘îzà‹ìx,â°ífå˘îzåoìx,òHñ èÛãµ,íiç∑,íiç∑à‹ìx,íiç∑åoìx,ç≈è¨äKíiíiêî,ç≈ëÂäKíiíiêî,éËÇ∑ÇË,âÆç™ÇÃóLñ≥,äWÇÃÇ»Ç¢çaÅAêÖòHÇÃóLñ≥,ÉoÉXí‚ÇÃóLñ≥,ÉoÉXí‚ÇÃà‹ìx,ÉoÉXí‚ÇÃåoìx,éãäoè·äQé“óUì±ópÉuÉçÉbÉN,ï‚èïé{ê›ÇÃê›íuèÛãµ,ï‚èïé{ê›ÇÃà‹ìx,ï‚èïé{ê›ÇÃåoìx,ÉGÉåÉxÅ[É^Å[éÌï ,ÉGÉåÉxÅ[É^Å[ÇÃà‹ìx,ÉGÉåÉxÅ[É^Å[ÇÃåoìx,êMçÜÇÃóLñ≥,êMçÜÇÃà‹ìx,êMçÜÇÃåoìx,êMçÜéÌï ,ì˙åí ó ,éÂÇ»óòópé“,í ÇËñºèÃÇ‹ÇΩÇÕåç∑ì_ñºèÃ,ÉGÉXÉRÅ[ÉgÉ]Å[Éì,ÉäÉìÉNâÑí∑
00001B000000000309AA75259C7A18C1,00001B000000000309AA75259C7A18C2,00001B000000000309AA74A59C7A98C2,12,5åé31ì˙,00-13,,,,0,0,2,35.11.32.21,136.56.18.0854,0,35.11.32.21,136.56.18.0854,2,0,35.11.32.21,136.56.18.0854,0,0,,,0,0,0,1,1,0,,,0,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,3.2
00001B000000000309AA75259C7998C1,00001B000000000309AA75259C7998C2,00001B000000000309AA75259C7A18C2,8,5åé31ì˙,00-13,,,,0,0,2,35.11.32.2276,136.56.18.0014,1,35.11.32.2276,136.56.18.0014,0,1,35.11.32.2276,136.56.18.0014,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,1.2
00001B000000000309AA75259C7918C2,00001B000000000309AA75259C7918C3,00001B000000000309AA75259C7998C2,12,5åé31ì˙,00-13,,,,0,0,2,35.11.32.2459,136.56.17.9139,0,35.11.32.2459,136.56.17.9139,2,0,35.11.32.2459,136.56.17.9139,0,0,,,9,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,3.2
00001B000000000309AA75259C7918C1,00001B000000000309AA75259C7918C4,00001B000000000309AA75259C7918C3,8,5åé31ì˙,00-13,,,,0,0,2,35.11.32.2636,136.56.17.8296,1,35.11.32.2636,136.56.17.8296,0,1,35.11.32.2636,136.56.17.8296,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,1.5
00001B000000000309AA75A59C7798C1,00001B000000000309AA75A59C7798C2,00001B000000000309AA75259C7918C4,12,5åé31ì˙,00-13,,,,0,0,2,35.11.32.3026,136.56.17.6434,0,35.11.32.3026,136.56.17.6434,2,0,35.11.32.3026,136.56.17.6434,0,0,,,15,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,5.3
00001B000000000309AA76259C7618C1,00001B000000000309AA76259C7618C2,00001B000000000309AA75A59C7718C2,12,5åé31ì˙,00-13,,,,0,0,2,35.11.32.3968,136.56.17.3468,0,35.11.32.3968,136.56.17.3468,2,0,35.11.32.3968,136.56.17.3468,0,0,,,17,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,6
00001B000000000309AA75A59C7518C1,00001B000000000309AA75A59C7518C2,00001B000000000309AA75A59C7598C2,12,5åé31ì˙,00-13,,,,0,0,3,35.11.32.3767,136.56.17.0981,0,35.11.32.3767,136.56.17.0981,2,0,35.11.32.3767,136.56.17.0981,0,0,,,5,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,1.8
00001B000000000309AA75259C7518C1,00001B000000000309AA75259C7518C2,00001B000000000309AA75A59C7518C2,8,5åé31ì˙,00-13,,,,0,0,3,35.11.32.3258,136.56.17.0798,1,35.11.32.3258,136.56.17.0798,0,1,35.11.32.3258,136.56.17.0798,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,1.9
00001B000000000309AA73A59C749882,00001B000000000309AA73A59C749885,00001B000000000309AA74A59C7518C2,8,5åé31ì˙,00-13,,,,0,0,3,35.11.32.1639,136.56.17.0214,1,35.11.32.1639,136.56.17.0214,0,1,35.11.32.1639,136.56.17.0214,0,0,,,0,0,0,1,1,0,,,1,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,9.3
00001B000000000309AA74A59C7518C1,00001B000000000309AA74A59C7518C2,00001B000000000309AA75259C7518C2,12,5åé31ì˙,00-13,,,,0,0,3,35.11.32.2457,136.56.17.0509,0,35.11.32.2457,136.56.17.0509,2,0,35.11.32.2457,136.56.17.0509,0,0,,,8,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ëÂë]ç™âw,0,2.8
00001B000000000309AA69259C4C98C1,00001B000000000309AA69259C4C98C2,00001B000000000309AA69259C4B98C1,8,05-00,01-00,,,,0,0,3,35.11.29.8441,136.56.8.8695,1,35.11.29.8441,136.56.8.8695,0,1,35.11.29.8441,136.56.8.8695,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,2.3
00001B000000000309AA6A259C4E18C1,00001B000000000309AA6A259C4E18C2,00001B000000000309AA69A59C4D98C2,8,05-00,01-00,,,,0,0,3,35.11.29.9881,136.56.9.1851,1,35.11.29.9881,136.56.9.1851,0,1,35.11.29.9881,136.56.9.1851,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,1.6
00001B000000000309AA6A259C4F18C1,00001B000000000309AA6A259C4F1881,00001B000000000309AA6A259C4E18C2,12,05-00,01-00,,,,0,0,3,35.11.30.0598,136.56.9.3424,0,35.11.30.0598,136.56.9.3424,2,0,35.11.30.0598,136.56.9.3424,0,0,,,17,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,5.3
00001B000000000309AA72A59C5E98C1,00001B000000000309AA72A59C5E98C2,00001B000000000309AA73A59C5B1882,11,05-00,01-00,,,,0,0,1,35.11.31.764,136.56.12.4146,1,35.11.31.764,136.56.12.4146,0,1,35.11.31.764,136.56.12.4146,0,0,,,0,0,0,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,4.2
00001B000000000309AA73A59C5B1881,00001B000000000309AA73A59C5B1882,00001B000000000309AA74A59C571882,8,05-00,01-00,,,,0,0,1,35.11.31.9994,136.56.11.5797,1,35.11.31.9994,136.56.11.5797,0,1,35.11.31.9994,136.56.11.5797,0,0,,,0,0,0,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,13
00001B000000000309AA6AA59C4F9882,00001B000000000309AA6AA59C4F9883,00001B000000000309AA6A259C4F1881,8,05-00,01-00,,,,0,0,3,35.11.30.1131,136.56.9.4593,1,35.11.30.1131,136.56.9.4593,0,1,35.11.30.1131,136.56.9.4593,0,0,,,0,0,0,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,1.6
00001B000000000309AA6B259C5C18C1,00001B000000000309AA6B259C5C18C2,00001B000000000309AA6B259C5C98C1,8,05-00,01-00,,,,0,0,2,35.11.30.2591,136.56.12.0931,1,35.11.30.2591,136.56.12.0931,0,1,35.11.30.2591,136.56.12.0931,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,5.2
00001B000000000309AA6A259C5C18C1,00001B000000000309AA6A259C5C18C2,00001B000000000309AA6B259C5C18C2,12,05-00,01-00,,,,0,0,2,35.11.30.1462,136.56.12.053,0,35.11.30.1462,136.56.12.053,2,0,35.11.30.1462,136.56.12.053,0,0,,,15,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,4.7
00001B000000000309AA6AA59C5C98C3,00001B000000000309AA6AA59C5C98C4,00001B000000000309AA6B259C5C98C1,12,05-00,01-00,,,,0,0,2,35.11.30.1936,136.56.12.1238,0,35.11.30.1936,136.56.12.1238,2,0,35.11.30.1936,136.56.12.1238,0,0,,,3,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,0.9
00001B000000000309AA6B259C5B98C1,00001B000000000309AA6B259C5B98C2,00001B000000000309AA6A259C5B98C2,12,05-00,01-00,,,,0,0,2,35.11.30.137,136.56.11.9712,0,35.11.30.137,136.56.11.9712,2,0,35.11.30.137,136.56.11.9712,0,0,,,16,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,5
00001B000000000309AA6E259C571882,00001B000000000309AA6E259C571883,00001B000000000309AA6B259C571883,8,05-00,01-00,,,,0,0,3,35.11.30.4853,136.56.11.0194,1,35.11.30.4853,136.56.11.0194,0,1,35.11.30.4853,136.56.11.0194,0,0,,,0,0,0,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,14.2
00001B000000000309AA6B259C571881,00001B000000000309AA6B259C571883,00001B000000000309AA6B259C5B98C2,8,05-00,01-00,,,,0,0,2,35.11.30.2248,136.56.11.9726,1,35.11.30.2248,136.56.11.9726,0,1,35.11.30.2248,136.56.11.9726,0,0,,,0,0,0,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,26
00001B000000000309AA6B259C571882,00001B000000000309AA6B259C571883,00001B000000000309AA67259C569883,8,05-00,01-00,,,,0,0,3,35.11.29.6274,136.56.10.9972,1,35.11.29.6274,136.56.10.9972,0,1,35.11.29.6274,136.56.10.9972,0,0,,,0,0,0,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,29
00001B000000000309AA66A59C5818C1,00001B000000000309AA66A59C5818C2,00001B000000000309AA66259C5818C2,12,05-00,01-00,,,,0,0,3,35.11.29.3039,136.56.11.2821,0,35.11.29.3039,136.56.11.2821,2,0,35.11.29.3039,136.56.11.2821,0,0,,,17,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,5.3
00001B000000000309AA66259C5818C1,00001B000000000309AA66259C5818C2,00001B000000000309AA65A59C5818C2,8,05-00,01-00,,,,0,0,3,35.11.29.1857,136.56.11.2801,1,35.11.29.1857,136.56.11.2801,0,1,35.11.29.1857,136.56.11.2801,0,0,,,3,0,0,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,1.5
00001B000000000309AA65A59C5818C1,00001B000000000309AA65A59C5818C2,00001B000000000309AA65259C5818C2,12,05-00,01-00,,,,0,0,3,35.11.29.1222,136.56.11.279,0,35.11.29.1222,136.56.11.279,2,0,35.11.29.1222,136.56.11.279,0,0,,,7,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,2.2
00001B000000000309AA64A59C5898C1,00001B000000000309AA64A59C5898C2,00001B000000000309AA64A59C5918C2,12,05-00,01-00,,,,0,0,3,35.11.28.9003,136.56.11.3902,0,35.11.28.9003,136.56.11.3902,2,0,35.11.28.9003,136.56.11.3902,0,0,,,8,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,2.5
00001B000000000309AA64259C5A18C1,00001B000000000309AA64259C5A18C2,00001B000000000309AA64259C5A98C1,8,05-00,01-00,,,,0,0,3,35.11.28.8994,136.56.11.7004,1,35.11.28.8994,136.56.11.7004,0,1,35.11.28.8994,136.56.11.7004,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,2.2
00001B000000000309AA61259C5118C1,00001B000000000309AA61259C5118C2,00001B000000000309AA61A59C5118C1,12,05-00,01-00,,,,0,0,2,35.11.28.3049,136.56.9.8893,0,35.11.28.3049,136.56.9.8893,2,0,35.11.28.3049,136.56.9.8893,0,0,,,17,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,5.3
00001B000000000309AA60259C5118C1,00001B000000000309AA60259C5118C2,00001B000000000309AA5FA59C5118C1,8,05-00,01-00,,,,0,0,2,35.11.27.9882,136.56.9.8724,1,35.11.27.9882,136.56.9.8724,0,1,35.11.27.9882,136.56.9.8724,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,1.8
00001B000000000309AA62259C5118C1,00001B000000000309AA62259C5118C2,00001B000000000309AA61A59C5118C1,8,05-00,01-00,,,,0,0,2,35.11.28.426,136.56.9.8943,1,35.11.28.426,136.56.9.8943,0,1,35.11.28.426,136.56.9.8943,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉIÉYÉKÅ[ÉfÉì,0,1.5
00001B000000000309AA4EA59D1D18C1,00001B000000000309AA4EA59D1D18C2,00001B000000000309AA4DA59D1D18C3,12,05-35,00-16,,,,0,0,3,35.11.24.4443,136.56.50.6397,0,35.11.24.4443,136.56.50.6397,2,0,35.11.24.4443,136.56.50.6397,0,0,,,12,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,3.6
00001B000000000309AA4DA59D1D18C1,00001B000000000309AA4DA59D1D18C3,00001B000000000309AA4DA59D1D18C4,8,05-35,00-16,,,,0,0,3,35.11.24.3707,136.56.50.6208,1,35.11.24.3707,136.56.50.6208,0,1,35.11.24.3707,136.56.50.6208,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,0,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,1.2
00001B000000000309AA4DA59D1D18C2,00001B000000000309AA4DA59D1D18C4,00001B000000000309AA4D259D1C9982,12,05-35,00-16,,,,0,0,3,35.11.24.2869,136.56.50.5993,0,35.11.24.2869,136.56.50.5993,2,0,35.11.24.2869,136.56.50.5993,0,0,,,13,0,3,1,0,0,,,0,0,,,0,,,0,,,,0,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,3.9
00001B000000000309AA0EA59CBF19C1,00001B000000000309AA0EA59CBF19C2,00001B000000000309AA0EA59CBF7FC2,8,,,,,,0,0,2,35.11.11.7218,136.56.31.8457,1,35.11.11.7218,136.56.31.8457,0,1,35.11.11.7218,136.56.31.8457,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,0.8
00001B000000000309AA0FA59CBF99C1,00001B000000000309AA0FA59CBF99C2,00001B000000000309AA0F259CBF19C2,8,,,,,,0,0,2,35.11.11.9024,136.56.31.8983,1,35.11.11.9024,136.56.31.8983,0,1,35.11.11.9024,136.56.31.8983,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,1.2
00001B000000000309AA10259CBF99C1,00001B000000000309AA10259CBF99C2,00001B000000000309AA0FA59CBF99C2,12,,,,,,0,0,3,35.11.11.9849,136.56.31.9224,0,35.11.11.9849,136.56.31.9224,2,0,35.11.11.9849,136.56.31.9224,0,0,,,14,0,3,1,0,0,,,0,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,4.2
00001B000000000309AA10A59CBF99C1,00001B000000000309AA10A59CBF99C2,00001B000000000309AA10259CBF99C2,8,,,,,,0,0,3,35.11.12.0748,136.56.31.9485,1,35.11.12.0748,136.56.31.9485,0,1,35.11.12.0748,136.56.31.9485,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,1.2
00001B000000000309AA11259CBF99C1,00001B000000000309AA11259CBF99C2,00001B000000000309AA10A59CBF99C2,12,,,,,,0,0,3,35.11.12.1602,136.56.31.9734,0,35.11.12.1602,136.56.31.9734,2,0,35.11.12.1602,136.56.31.9734,0,0,,,14,0,3,1,0,0,,,0,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,4.2
00001B000000000309AA13259CC099C1,00001B000000000309AA13259CC099C2,00001B000000000309AA12A59CC019C1,12,,,,,,0,0,3,35.11.12.6195,136.56.32.1116,0,35.11.12.6195,136.56.32.1116,2,0,35.11.12.6195,136.56.32.1116,0,0,,,14,0,3,1,0,0,,,0,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,4.2
00001B000000000309AA13A59CC099C1,00001B000000000309AA13A59CC099C2,00001B000000000309AA13259CC099C2,8,,,,,,0,0,3,35.11.12.7024,136.56.32.1372,1,35.11.12.7024,136.56.32.1372,0,1,35.11.12.7024,136.56.32.1372,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,1.2
00001B000000000309AA14259CC099C1,00001B000000000309AA14259CC099C2,00001B000000000309AA13A59CC099C2,12,,,,,,0,0,3,35.11.12.787,136.56.32.1634,0,35.11.12.787,136.56.32.1634,2,0,35.11.12.787,136.56.32.1634,0,0,,,14,0,3,1,0,0,,,0,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,4.2
00001B000000000309AA15259CC119C2,00001B000000000309AA15259CC119C3,00001B000000000309AA14A59CC099C2,12,,,,,,0,0,3,35.11.12.9628,136.56.32.2177,0,35.11.12.9628,136.56.32.2177,2,0,35.11.12.9628,136.56.32.2177,0,0,,,15,0,3,1,0,0,,,0,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,4.5
00001B000000000309AA14A59CC099C1,00001B000000000309AA14A59CC099C2,00001B000000000309AA14259CC099C2,8,,,,,,0,0,3,35.11.12.8758,136.56.32.1908,1,35.11.12.8758,136.56.32.1908,0,1,35.11.12.8758,136.56.32.1908,0,0,,,0,0,3,1,0,0,,,1,0,,,0,,,0,,,,30281,0,ÉiÉSÉÑÉhÅ[ÉÄÉfÉbÉL,0,1.2
00001B000000000309AABFA59BE09881,00001B000000000309AABFA59BE09884,00001B000000000309AAC0A59BE09882,8,05-32,00-28,,,,0,0,3,35.11.47.2402,136.55.47.3688,1,35.11.47.2402,136.55.47.3688,0,1,35.11.47.2402,136.55.47.3688,0,0,,,0,0,0,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,6.1
00001B000000000309AAC0A59BDF9881,00001B000000000309AAC0A59BDF9882,00001B000000000309AAC0A59BE09882,8,05-32,00-28,,,,0,0,0,35.11.47.3448,136.55.47.2812,1,35.11.47.3448,136.55.47.2812,0,1,35.11.47.3448,136.55.47.2812,0,0,,,0,0,0,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.6
00001B000000000309AAC7259BE21881,00001B000000000309AAC7259BE218C1,00001B000000000309AAC7259BE11881,8,05-32,00-28,,,,0,0,1,35.11.48.6781,136.55.47.508,1,35.11.48.6781,136.55.47.508,0,1,35.11.48.6781,136.55.47.508,0,0,,,0,0,2,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,3.6
00001B000000000309AAC7259BE598C2,00001B000000000309AAC7259BE598C3,00001B000000000309AAC7259BE218C1,11,05-32,00-28,,,,0,0,1,35.11.48.6733,136.55.48.0142,0,35.11.48.6733,136.55.48.0142,0,0,35.11.48.6733,136.55.48.0142,0,0,,,0,0,0,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,35
00001B000000000309AAC6259BE418C1,00001B000000000309AAC6259BE418C2,00001B000000000309AAC6259BE598C2,11,05-32,00-28,,,,0,0,1,35.11.48.4571,136.55.48.1849,0,35.11.48.4571,136.55.48.1849,0,0,35.11.48.4571,136.55.48.1849,0,0,,,0,0,0,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,18
00001B000000000309AAC6A59BE718C1,00001B000000000309AAC6A59BE718C2,00001B000000000309AAC7259BE718C3,8,05-32,00-28,,,,0,0,3,35.11.48.5566,136.55.48.616,1,35.11.48.5566,136.55.48.616,0,1,35.11.48.5566,136.55.48.616,0,0,,,0,0,0,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,3.3
00001B000000000309AAC3A59BE09883,00001B000000000309AAC3A59BE09884,00001B000000000309AAC7259BE09882,8,05-32,00-28,,,,0,0,3,35.11.48.2225,136.55.47.3901,1,35.11.48.2225,136.55.47.3901,0,1,35.11.48.2225,136.55.47.3901,0,0,,,0,0,0,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,17
00001B000000000309AAC7259BE09881,00001B000000000309AAC7259BE09882,00001B000000000309AAC7259BE11881,8,05-32,00-28,,,,0,0,3,35.11.48.6528,136.55.47.3995,1,35.11.48.6528,136.55.47.3995,0,1,35.11.48.6528,136.55.47.3995,0,0,,,0,0,0,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,2
00001B000000000309AAC7259BE19881,00001B000000000309AAC7259BE198C1,00001B000000000309AAC7259BE09882,8,05-32,00-28,,,,0,0,2,35.11.48.6275,136.55.47.4734,1,35.11.48.6275,136.55.47.4734,0,1,35.11.48.6275,136.55.47.4734,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,3
00001B000000000309AAC7259BE298C2,00001B000000000309AAC7259BE298C3,00001B000000000309AAC7259BE198C1,12,05-32,00-28,,,,0,0,2,35.11.48.6252,136.55.47.6468,0,35.11.48.6252,136.55.47.6468,2,0,35.11.48.6252,136.55.47.6468,0,0,,,17,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.3
00001B000000000309AAC7259BE298C1,00001B000000000309AAC7259BE298C4,00001B000000000309AAC7259BE298C3,8,05-32,00-28,,,,0,0,2,35.11.48.6234,136.55.47.7733,1,35.11.48.6234,136.55.47.7733,0,1,35.11.48.6234,136.55.47.7733,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,1.5
00001B000000000309AAC7259BE398C1,00001B000000000309AAC7259BE398C2,00001B000000000309AAC7259BE298C4,12,05-32,00-28,,,,0,0,2,35.11.48.6217,136.55.47.9017,0,35.11.48.6217,136.55.47.9017,2,0,35.11.48.6217,136.55.47.9017,0,0,,,17,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.3
00001B000000000309AAC7259BE418C1,00001B000000000309AAC7259BE418C2,00001B000000000309AAC7259BE398C2,8,05-32,00-28,,,,0,0,2,35.11.48.62,136.55.48.0259,1,35.11.48.62,136.55.48.0259,0,1,35.11.48.62,136.55.48.0259,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,1.5
00001B000000000309AAC7259BE518C1,00001B000000000309AAC7259BE518C2,00001B000000000309AAC7259BE418C2,12,05-32,00-28,,,,0,0,2,35.11.48.6182,136.55.48.158,0,35.11.48.6182,136.55.48.158,2,0,35.11.48.6182,136.55.48.158,0,0,,,17,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.3
00001B000000000309AAC7259BE598C1,00001B000000000309AAC7259BE598C4,00001B000000000309AAC7259BE518C2,8,05-32,00-28,,,,0,0,2,35.11.48.6166,136.55.48.282,1,35.11.48.6166,136.55.48.282,0,1,35.11.48.6166,136.55.48.282,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,1.5
00001B000000000309AAC7259BE718C1,00001B000000000309AAC7259BE718C3,00001B000000000309AAC7259BE618C2,8,05-32,00-28,,,,0,0,2,35.11.48.613,136.55.48.5413,1,35.11.48.613,136.55.48.5413,0,1,35.11.48.613,136.55.48.5413,0,0,,,0,0,1,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,3.7
00001B000000000309AAC7259BE618C1,00001B000000000309AAC7259BE618C2,00001B000000000309AAC7259BE598C4,12,05-32,00-28,,,,0,0,2,35.11.48.6151,136.55.48.3909,0,35.11.48.6151,136.55.48.3909,2,0,35.11.48.6151,136.55.48.3909,0,0,,,14,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,4.3
00001B000000000309AAC6A59BE598C1,00001B000000000309AAC6A59BE598C2,00001B000000000309AAC6A59BE718C2,8,05-32,00-28,,,,0,0,2,35.11.48.504,136.55.48.5267,1,35.11.48.504,136.55.48.5267,0,1,35.11.48.504,136.55.48.5267,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,4.5
00001B000000000309AAC6A59BE498C1,00001B000000000309AAC6A59BE498C2,00001B000000000309AAC6A59BE598C2,12,05-32,00-28,,,,0,0,2,35.11.48.5081,136.55.48.269,0,35.11.48.5081,136.55.48.269,2,0,35.11.48.5081,136.55.48.269,0,0,,,17,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.3
00001B000000000309AAC6A59BE418C1,00001B000000000309AAC6A59BE418C2,00001B000000000309AAC6A59BE498C2,8,05-32,00-28,,,,0,0,2,35.11.48.5103,136.55.48.1317,1,35.11.48.5103,136.55.48.1317,0,1,35.11.48.5103,136.55.48.1317,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,1.5
00001B000000000309AAC6259BE298C1,00001B000000000309AAC6259BE2FFC2,00001B000000000309AAC6A59BE318C2,8,05-32,00-28,,,,0,0,2,35.11.48.5073,136.55.47.8309,1,35.11.48.5073,136.55.47.8309,0,1,35.11.48.5073,136.55.47.8309,0,0,,,0,0,3,1,1,0,,,1,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,4.8
00001B000000000309AAC6A59BE318C1,00001B000000000309AAC6A59BE318C2,00001B000000000309AAC6A59BE418C2,12,05-32,00-28,,,,0,0,2,35.11.48.5127,136.55.47.9841,0,35.11.48.5127,136.55.47.9841,2,0,35.11.48.5127,136.55.47.9841,0,0,,,17,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.3
00001B000000000309AABEA59BE11881,00001B000000000309AABEA59BE11882,00001B000000000309AABDA59BE11883,12,05-32,00-28,,,,0,0,3,35.11.46.8759,136.55.47.4081,0,35.11.46.8759,136.55.47.4081,2,0,35.11.46.8759,136.55.47.4081,0,0,,,18,0,3,1,1,0,,,0,0,,,0,,,0,,,,0,0,ïΩà¿í âw,0,5.6
